GEOID,ruca_code,nc_rural_center
"37021002203",Metropolitan core,Not Rural
"37021002206",Metropolitan core,Not Rural
"37021002503",Metropolitan core,Not Rural
"37021002604",Metropolitan high commuting,Rural
"37021002701",Metropolitan core,Not Rural
"37147001302",Metropolitan core,Not Rural
"37067003701",Metropolitan core,Not Rural
"37067003805",Metropolitan core,Not Rural
"37067002903",Metropolitan core,Not Rural
"37061090801",Rural area,Rural
"37171931103",Metropolitan high commuting,Rural
"37067003106",Metropolitan high commuting,Rural
"37193961001",Micropolitan high commuting,Rural
"37031970704",Micropolitan high commuting,Rural
"37021002804",Metropolitan core,Not Rural
"37031970804",Micropolitan core,Not Rural
"37021003204",Metropolitan high commuting,Rural
"37031970102",Micropolitan high commuting,Rural
"37021003103",Metropolitan core,Not Rural
"37031980100",Rural area,Rural
"37031990200",Not coded,Rural
"37063001809",Metropolitan core,Not Rural
"37063002019",Metropolitan core,Not Rural
"37063002020",Metropolitan core,Not Rural
"37063001806",Metropolitan core,Not Rural
"37063002024",Metropolitan core,Not Rural
"37063980100",Metropolitan core,Rural
"37097061101",Micropolitan low commuting,Rural
"37097060603",Rural area,Rural
"37097060602",Micropolitan core,Not Rural
"37097061201",Metropolitan high commuting,Not Rural
"37097061303",Metropolitan core,Not Rural
"37097061502",Metropolitan core,Not Rural
"37077970607",Metropolitan high commuting,Not Rural
"37077970606",Metropolitan high commuting,Rural
"37077970604",Metropolitan high commuting,Rural
"37077970605",Metropolitan high commuting,Not Rural
"37097061304",Metropolitan core,Not Rural
"37097060703",Micropolitan high commuting,Rural
"37097061406",Metropolitan core,Not Rural
"37081010800",Metropolitan core,Not Rural
"37081015401",Metropolitan core,Not Rural
"37081015402",Metropolitan core,Not Rural
"37081015901",Metropolitan high commuting,Not Rural
"37081016701",Metropolitan core,Not Rural
"37081016702",Metropolitan high commuting,Rural
"37081016009",Metropolitan core,Not Rural
"37081016409",Metropolitan core,Not Rural
"37193961002",Micropolitan high commuting,Rural
"37001021000",Metropolitan core,Not Rural
"37025042101",Metropolitan core,Not Rural
"37025042502",Metropolitan core,Not Rural
"37025042602",Metropolitan core,Not Rural
"37107011001",Micropolitan high commuting,Rural
"37107011002",Micropolitan low commuting,Rural
"37001020502",Metropolitan core,Not Rural
"37001021702",Metropolitan core,Not Rural
"37001021801",Metropolitan high commuting,Rural
"37001020601",Metropolitan core,Not Rural
"37001021207",Metropolitan core,Not Rural
"37081014412",Metropolitan core,Not Rural
"37081015706",Metropolitan core,Not Rural
"37081015902",Metropolitan high commuting,Not Rural
"37081016006",Metropolitan core,Not Rural
"37081016007",Metropolitan core,Not Rural
"37081016008",Metropolitan core,Not Rural
"37081016011",Metropolitan core,Not Rural
"37081016204",Metropolitan core,Not Rural
"37081016406",Metropolitan core,Not Rural
"37081016407",Metropolitan core,Not Rural
"37051003313",Metropolitan core,Not Rural
"37051003103",Metropolitan core,Not Rural
"37051003800",Metropolitan core,Not Rural
"37051980100",Rural area,Rural
"37051980200",Metropolitan high commuting,Rural
"37105030200",Micropolitan core,Not Rural
"37097061503",Metropolitan core,Not Rural
"37097061407",Metropolitan core,Not Rural
"37097061601",Metropolitan core,Not Rural
"37025042604",Metropolitan core,Not Rural
"37025040701",Metropolitan core,Not Rural
"37025040703",Metropolitan core,Not Rural
"37025041901",Metropolitan core,Not Rural
"37025042102",Metropolitan core,Not Rural
"37025042402",Metropolitan core,Not Rural
"37025042501",Metropolitan core,Not Rural
"37025042503",Metropolitan core,Not Rural
"37077970703",Metropolitan low commuting,Not Rural
"37077970101",Rural area,Rural
"37077970102",Small town low commuting,Rural
"37077970601",Metropolitan high commuting,Rural
"37077970701",Metropolitan high commuting,Rural
"37171930201",Micropolitan core,Rural
"37171931101",Metropolitan low commuting,Rural
"37171930501",Micropolitan core,Not Rural
"37171930902",Rural area,Rural
"37171930901",Rural area,Not Rural
"37025042601",Metropolitan core,Not Rural
"37067003003",Metropolitan core,Not Rural
"37067003004",Metropolitan core,Not Rural
"37067003309",Metropolitan core,Not Rural
"37019020511",Metropolitan core,Not Rural
"37019020603",Rural area,Rural
"37019990100",Not coded,Rural
"37019020101",Metropolitan high commuting,Rural
"37019020404",Metropolitan low commuting,Rural
"37019020405",Small town core,Not Rural
"37019020508",Metropolitan core,Rural
"37019020602",Metropolitan high commuting,Rural
"37019020203",Metropolitan high commuting,Rural
"37019020204",Micropolitan low commuting,Rural
"37019020306",Micropolitan core,Rural
"37019020505",Metropolitan high commuting,Rural
"37183053803",Metropolitan core,Not Rural
"37183054206",Metropolitan core,Not Rural
"37183054403",Metropolitan high commuting,Not Rural
"37183053004",Metropolitan core,Not Rural
"37183053603",Metropolitan core,Not Rural
"37183053805",Metropolitan core,Not Rural
"37193960700",Micropolitan core,Not Rural
"37179020800",Metropolitan high commuting,Rural
"37179020100",Metropolitan high commuting,Rural
"37193961100",Micropolitan core,Not Rural
"37193960200",Micropolitan low commuting,Rural
"37193960500",Micropolitan core,Not Rural
"37193960300",Micropolitan high commuting,Rural
"37193960600",Micropolitan core,Not Rural
"37067003403",Metropolitan core,Not Rural
"37067003404",Metropolitan core,Not Rural
"37067003806",Metropolitan core,Not Rural
"37067004014",Metropolitan core,Not Rural
"37047931201",Rural area,Rural
"37047931301",Metropolitan high commuting,Rural
"37047931202",Metropolitan high commuting,Rural
"37047931302",Small town high commuting,Rural
"37093970402",Metropolitan high commuting,Rural
"37093970202",Metropolitan high commuting,Rural
"37093970201",Metropolitan high commuting,Rural
"37093980100",Rural area,Rural
"37093970401",Metropolitan high commuting,Rural
"37183053205",Metropolitan core,Not Rural
"37183053411",Metropolitan core,Not Rural
"37183053203",Metropolitan core,Not Rural
"37183051502",Metropolitan core,Not Rural
"37183051102",Metropolitan core,Not Rural
"37183053009",Metropolitan core,Not Rural
"37183052407",Metropolitan core,Not Rural
"37183052408",Metropolitan core,Not Rural
"37053110302",Metropolitan high commuting,Rural
"37053110401",Micropolitan low commuting,Rural
"37053110301",Metropolitan high commuting,Not Rural
"37067002809",Metropolitan core,Not Rural
"37067003315",Metropolitan core,Not Rural
"37067003108",Metropolitan core,Not Rural
"37067003312",Metropolitan core,Not Rural
"37021001300",Metropolitan core,Not Rural
"37021003002",Metropolitan core,Not Rural
"37183051101",Metropolitan core,Not Rural
"37183052409",Metropolitan core,Not Rural
"37183052707",Metropolitan core,Not Rural
"37021002900",Metropolitan high commuting,Rural
"37021001200",Metropolitan core,Not Rural
"37021001500",Metropolitan core,Not Rural
"37021001700",Metropolitan core,Not Rural
"37021000900",Metropolitan core,Not Rural
"37021000800",Metropolitan core,Not Rural
"37021002102",Metropolitan core,Not Rural
"37021000400",Metropolitan core,Not Rural
"37021000600",Metropolitan core,Not Rural
"37021002101",Metropolitan core,Rural
"37021000700",Metropolitan core,Not Rural
"37021001900",Metropolitan core,Not Rural
"37021000500",Metropolitan core,Not Rural
"37183053524",Metropolitan core,Not Rural
"37183053006",Metropolitan core,Not Rural
"37183053516",Metropolitan core,Not Rural
"37183052507",Metropolitan core,Not Rural
"37021000300",Metropolitan core,Not Rural
"37021001100",Metropolitan core,Not Rural
"37021002000",Metropolitan core,Not Rural
"37021000100",Metropolitan core,Not Rural
"37065020400",Metropolitan core,Not Rural
"37065021100",Micropolitan core,Rural
"37065021500",Metropolitan low commuting,Rural
"37065020200",Metropolitan core,Not Rural
"37065021200",Micropolitan core,Not Rural
"37065021300",Metropolitan low commuting,Rural
"37065021400",Metropolitan high commuting,Rural
"37065020700",Metropolitan low commuting,Rural
"37065020600",Metropolitan low commuting,Rural
"37065020900",Micropolitan core,Not Rural
"37065020300",Metropolitan core,Not Rural
"37065021000",Micropolitan core,Not Rural
"37065020800",Micropolitan high commuting,Rural
"37065021600",Metropolitan high commuting,Rural
"37183051900",Metropolitan core,Not Rural
"37183052601",Metropolitan core,Not Rural
"37139960200",Micropolitan core,Not Rural
"37139960100",Micropolitan core,Not Rural
"37139960600",Metropolitan high commuting,Rural
"37139960300",Micropolitan core,Not Rural
"37017950101",Rural area,Rural
"37017950302",Rural area,Rural
"37017950501",Rural area,Rural
"37017950502",Rural area,Rural
"37017950102",Rural area,Rural
"37017950301",Rural area,Rural
"37017950602",Rural area,Rural
"37017950601",Rural area,Rural
"37017950401",Rural area,Not Rural
"37017950402",Rural area,Rural
"37127010801",Metropolitan high commuting,Rural
"37127010302",Metropolitan core,Not Rural
"37139960400",Micropolitan core,Not Rural
"37055970302",Micropolitan core,Not Rural
"37055970301",Micropolitan core,Not Rural
"37145920400",Small town core,Not Rural
"37145920200",Small town high commuting,Rural
"37145920500",Metropolitan high commuting,Rural
"37145920300",Small town core,Not Rural
"37145920100",Metropolitan low commuting,Rural
"37101040800",Micropolitan core,Not Rural
"37101040400",Metropolitan low commuting,Not Rural
"37101040700",Micropolitan core,Not Rural
"37101040600",Metropolitan high commuting,Rural
"37021001602",Metropolitan core,Not Rural
"37021002306",Metropolitan core,Not Rural
"37021002305",Metropolitan core,Not Rural
"37021003106",Metropolitan core,Rural
"37021002304",Metropolitan high commuting,Rural
"37021002303",Metropolitan core,Not Rural
"37021003108",Metropolitan core,Rural
"37021003105",Metropolitan core,Not Rural
"37021001401",Metropolitan core,Not Rural
"37021003003",Metropolitan core,Not Rural
"37021003107",Metropolitan core,Not Rural
"37021001402",Metropolitan core,Not Rural
"37021002704",Metropolitan core,Not Rural
"37105030505",Micropolitan high commuting,Rural
"37105030504",Micropolitan high commuting,Rural
"37021002705",Metropolitan high commuting,Rural
"37021002608",Metropolitan core,Not Rural
"37021003004",Metropolitan high commuting,Rural
"37087920601",Micropolitan high commuting,Rural
"37087920702",Micropolitan core,Rural
"37087920701",Micropolitan core,Rural
"37087920602",Micropolitan core,Not Rural
"37087920202",Metropolitan high commuting,Rural
"37087920201",Metropolitan high commuting,Rural
"37087920501",Micropolitan high commuting,Rural
"37087921202",Micropolitan core,Rural
"37087920502",Micropolitan core,Not Rural
"37087921201",Micropolitan core,Not Rural
"37069060702",Metropolitan high commuting,Rural
"37069060701",Metropolitan high commuting,Rural
"37021001601",Metropolitan core,Not Rural
"37021002609",Metropolitan core,Not Rural
"37163970304",Micropolitan low commuting,Rural
"37163970401",Metropolitan high commuting,Rural
"37163970402",Metropolitan low commuting,Rural
"37163970701",Small town core,Not Rural
"37163970702",Small town high commuting,Rural
"37163971003",Rural area,Rural
"37163970801",Small town core,Not Rural
"37163970802",Small town high commuting,Rural
"37163971001",Small town high commuting,Rural
"37163970202",Small town low commuting,Rural
"37163970102",Small town high commuting,Rural
"37163970201",Small town low commuting,Rural
"37163970502",Small town high commuting,Rural
"37163970101",Small town high commuting,Rural
"37163970501",Metropolitan low commuting,Rural
"37163971002",Rural area,Rural
"37163970303",Micropolitan high commuting,Rural
"37149920201",Metropolitan high commuting,Rural
"37149920202",Rural area,Rural
"37001020801",Metropolitan core,Not Rural
"37001021703",Metropolitan core,Not Rural
"37001020602",Metropolitan core,Not Rural
"37001020501",Metropolitan core,Not Rural
"37001020701",Metropolitan core,Not Rural
"37001021101",Metropolitan core,Not Rural
"37001020702",Metropolitan core,Not Rural
"37001020902",Metropolitan core,Not Rural
"37001022001",Metropolitan high commuting,Not Rural
"37001021901",Metropolitan high commuting,Rural
"37001021802",Metropolitan high commuting,Rural
"37001022002",Metropolitan high commuting,Rural
"37001021102",Metropolitan core,Not Rural
"37001021206",Metropolitan core,Not Rural
"37001021803",Metropolitan high commuting,Rural
"37001021205",Metropolitan core,Not Rural
"37001021902",Metropolitan low commuting,Rural
"37119005709",Metropolitan core,Not Rural
"37119005712",Metropolitan core,Not Rural
"37119005713",Metropolitan core,Not Rural
"37119003006",Metropolitan core,Not Rural
"37119005817",Metropolitan core,Not Rural
"37107010700",Micropolitan core,Not Rural
"37107010200",Micropolitan core,Not Rural
"37135010804",Metropolitan high commuting,Rural
"37135010803",Metropolitan high commuting,Rural
"37135011001",Metropolitan high commuting,Not Rural
"37135011002",Metropolitan high commuting,Not Rural
"37135010904",Metropolitan high commuting,Rural
"37135011208",Metropolitan core,Not Rural
"37135010903",Metropolitan high commuting,Rural
"37135011106",Metropolitan high commuting,Not Rural
"37135011209",Metropolitan high commuting,Rural
"37135011210",Metropolitan high commuting,Rural
"37135011903",Metropolitan core,Not Rural
"37135011206",Metropolitan core,Not Rural
"37135011104",Metropolitan high commuting,Rural
"37135011211",Metropolitan high commuting,Rural
"37135011103",Metropolitan low commuting,Rural
"37135012102",Metropolitan core,Not Rural
"37135012103",Metropolitan core,Not Rural
"37135012101",Metropolitan core,Not Rural
"37135010710",Metropolitan core,Not Rural
"37115010100",Metropolitan high commuting,Rural
"37115010700",Metropolitan high commuting,Rural
"37115010400",Metropolitan high commuting,Rural
"37115010500",Metropolitan high commuting,Rural
"37115010200",Rural area,Rural
"37101041510",Metropolitan low commuting,Rural
"37087980100",Rural area,Rural
"37087921100",Micropolitan core,Not Rural
"37087920800",Micropolitan high commuting,Rural
"37087920400",Metropolitan high commuting,Not Rural
"37087920300",Metropolitan high commuting,Not Rural
"37087921000",Micropolitan core,Not Rural
"37019020512",Metropolitan core,Rural
"37101041509",Metropolitan high commuting,Not Rural
"37101041104",Metropolitan high commuting,Not Rural
"37101040903",Metropolitan high commuting,Not Rural
"37101040904",Metropolitan high commuting,Not Rural
"37101040303",Micropolitan core,Not Rural
"37101040207",Metropolitan high commuting,Not Rural
"37101040304",Rural area,Rural
"37101040209",Metropolitan high commuting,Not Rural
"37101041206",Metropolitan high commuting,Rural
"37101041505",Metropolitan high commuting,Rural
"37019020312",Micropolitan high commuting,Rural
"37019020406",Small town core,Not Rural
"37153970700",Micropolitan core,Not Rural
"37101041402",Rural area,Rural
"37101041203",Micropolitan low commuting,Rural
"37101041302",Metropolitan high commuting,Rural
"37101041204",Rural area,Rural
"37101040905",Metropolitan high commuting,Not Rural
"37101040103",Micropolitan high commuting,Rural
"37101041205",Micropolitan core,Not Rural
"37101041401",Micropolitan low commuting,Rural
"37101041110",Metropolitan high commuting,Not Rural
"37101040501",Micropolitan low commuting,Rural
"37101040205",Metropolitan high commuting,Rural
"37101041004",Metropolitan high commuting,Not Rural
"37101041507",Metropolitan core,Not Rural
"37101041506",Metropolitan core,Not Rural
"37119003802",Metropolitan core,Not Rural
"37119003902",Metropolitan core,Not Rural
"37033930400",Metropolitan low commuting,Rural
"37033930200",Rural area,Rural
"37033930600",Metropolitan high commuting,Rural
"37033930300",Micropolitan high commuting,Rural
"37033930100",Micropolitan low commuting,Rural
"37033930500",Metropolitan high commuting,Rural
"37119004302",Metropolitan core,Not Rural
"37119004500",Metropolitan core,Not Rural
"37119004600",Metropolitan core,Not Rural
"37119004700",Metropolitan core,Not Rural
"37119004800",Metropolitan core,Not Rural
"37119005100",Metropolitan core,Not Rural
"37119005301",Metropolitan core,Not Rural
"37107011100",Metropolitan low commuting,Rural
"37107010100",Micropolitan high commuting,Rural
"37107010900",Micropolitan high commuting,Rural
"37107011400",Rural area,Rural
"37107010800",Micropolitan core,Not Rural
"37087920900",Micropolitan core,Not Rural
"37001020302",Metropolitan core,Not Rural
"37001020301",Metropolitan core,Not Rural
"37135011904",Metropolitan core,Not Rural
"37175960100",Metropolitan high commuting,Rural
"37083930901",Micropolitan low commuting,Rural
"37083931101",Rural area,Rural
"37083930503",Micropolitan high commuting,Rural
"37083930702",Micropolitan low commuting,Rural
"37083930701",Micropolitan low commuting,Rural
"37051002200",Metropolitan core,Not Rural
"37051002501",Metropolitan core,Not Rural
"37057060201",Metropolitan high commuting,Not Rural
"37057060301",Metropolitan core,Not Rural
"37057061803",Metropolitan high commuting,Rural
"37057061701",Metropolitan core,Not Rural
"37119005615",Metropolitan core,Not Rural
"37119005612",Metropolitan core,Not Rural
"37119006407",Metropolitan core,Not Rural
"37119006108",Metropolitan core,Not Rural
"37081012804",Metropolitan core,Not Rural
"37081013602",Metropolitan core,Not Rural
"37145920602",Metropolitan high commuting,Rural
"37089930401",Metropolitan core,Not Rural
"37089930702",Metropolitan high commuting,Rural
"37089931801",Metropolitan core,Not Rural
"37063001808",Metropolitan core,Not Rural
"37063002200",Metropolitan core,Not Rural
"37063002026",Metropolitan core,Not Rural
"37063002021",Metropolitan core,Not Rural
"37063002022",Metropolitan core,Not Rural
"37063002023",Metropolitan core,Not Rural
"37119006103",Metropolitan core,Not Rural
"37119005848",Metropolitan core,Not Rural
"37119006009",Metropolitan core,Not Rural
"37119005610",Metropolitan core,Not Rural
"37119006214",Metropolitan core,Not Rural
"37119005846",Metropolitan core,Not Rural
"37119005000",Metropolitan core,Not Rural
"37119005609",Metropolitan core,Not Rural
"37119005833",Metropolitan core,Not Rural
"37119001509",Metropolitan core,Not Rural
"37119001801",Metropolitan core,Not Rural
"37119001608",Metropolitan core,Not Rural
"37119003109",Metropolitan core,Not Rural
"37119005827",Metropolitan core,Not Rural
"37119006109",Metropolitan core,Not Rural
"37063002025",Metropolitan core,Not Rural
"37081011904",Metropolitan core,Not Rural
"37081011905",Metropolitan core,Not Rural
"37081012503",Metropolitan core,Not Rural
"37081012604",Metropolitan core,Not Rural
"37081012608",Metropolitan core,Not Rural
"37081012611",Metropolitan core,Not Rural
"37081012617",Metropolitan core,Not Rural
"37081013700",Metropolitan core,Not Rural
"37119001605",Metropolitan core,Not Rural
"37119001802",Metropolitan core,Not Rural
"37119001607",Metropolitan core,Not Rural
"37119001606",Metropolitan core,Not Rural
"37119005305",Metropolitan core,Not Rural
"37119001920",Metropolitan core,Not Rural
"37081014300",Metropolitan core,Not Rural
"37081016102",Metropolitan core,Not Rural
"37183052603",Metropolitan core,Not Rural
"37119003017",Metropolitan core,Not Rural
"37119005840",Metropolitan core,Not Rural
"37119005910",Metropolitan core,Not Rural
"37119005510",Metropolitan core,Not Rural
"37119005513",Metropolitan core,Not Rural
"37051001800",Metropolitan core,Not Rural
"37051001901",Metropolitan core,Not Rural
"37051001902",Metropolitan core,Not Rural
"37091950300",Small town low commuting,Rural
"37051000500",Metropolitan core,Not Rural
"37051000600",Metropolitan core,Not Rural
"37051003700",Metropolitan high commuting,Rural
"37179020203",Metropolitan core,Not Rural
"37179020204",Metropolitan high commuting,Rural
"37179020309",Metropolitan core,Not Rural
"37179020702",Metropolitan high commuting,Rural
"37179020602",Metropolitan core,Not Rural
"37179020701",Metropolitan core,Not Rural
"37179020502",Metropolitan core,Not Rural
"37179020601",Metropolitan core,Not Rural
"37179021005",Metropolitan high commuting,Rural
"37179020403",Metropolitan core,Not Rural
"37179020313",Metropolitan core,Not Rural
"37179020316",Metropolitan core,Not Rural
"37179021014",Metropolitan core,Not Rural
"37179021007",Metropolitan core,Not Rural
"37179021006",Metropolitan core,Not Rural
"37179020307",Metropolitan core,Not Rural
"37179021013",Metropolitan core,Not Rural
"37179021004",Metropolitan core,Not Rural
"37179020305",Metropolitan core,Not Rural
"37179020315",Metropolitan core,Not Rural
"37189920500",Micropolitan core,Not Rural
"37071031704",Metropolitan core,Not Rural
"37071032507",Metropolitan core,Not Rural
"37071030902",Metropolitan core,Not Rural
"37071030302",Metropolitan high commuting,Not Rural
"37071030802",Metropolitan core,Not Rural
"37071033306",Metropolitan high commuting,Rural
"37071030301",Metropolitan high commuting,Rural
"37071030801",Metropolitan high commuting,Rural
"37071030901",Metropolitan core,Not Rural
"37071031401",Metropolitan core,Not Rural
"37071031402",Metropolitan core,Not Rural
"37071031703",Metropolitan core,Not Rural
"37071032508",Metropolitan core,Not Rural
"37071033303",Metropolitan core,Not Rural
"37183052001",Metropolitan core,Not Rural
"37183052102",Metropolitan core,Not Rural
"37183052504",Metropolitan core,Not Rural
"37183053714",Metropolitan core,Not Rural
"37183052002",Metropolitan core,Not Rural
"37183054108",Metropolitan core,Not Rural
"37183054106",Metropolitan core,Not Rural
"37183051700",Metropolitan core,Not Rural
"37183052801",Metropolitan core,Not Rural
"37183053713",Metropolitan core,Not Rural
"37183052401",Metropolitan core,Not Rural
"37183052802",Metropolitan core,Not Rural
"37183050100",Metropolitan core,Not Rural
"37183050700",Metropolitan core,Not Rural
"37093970300",Metropolitan core,Not Rural
"37061090600",Rural area,Rural
"37109070300",Micropolitan core,Not Rural
"37109070500",Micropolitan low commuting,Rural
"37109070700",Micropolitan low commuting,Rural
"37001020400",Metropolitan core,Not Rural
"37001021300",Metropolitan high commuting,Rural
"37001021500",Metropolitan high commuting,Rural
"37001020100",Metropolitan core,Not Rural
"37001020200",Metropolitan core,Not Rural
"37001021201",Metropolitan core,Not Rural
"37001021600",Metropolitan core,Not Rural
"37001021400",Metropolitan high commuting,Rural
"37001021204",Metropolitan core,Not Rural
"37109070600",Metropolitan low commuting,Rural
"37109070800",Micropolitan low commuting,Not Rural
"37109070100",Micropolitan core,Not Rural
"37109070400",Micropolitan low commuting,Not Rural
"37183053711",Metropolitan core,Not Rural
"37183053712",Metropolitan core,Not Rural
"37183053715",Metropolitan core,Not Rural
"37183054001",Metropolitan core,Not Rural
"37183054004",Metropolitan core,Not Rural
"37125950900",Metropolitan core,Not Rural
"37083930800",Metropolitan low commuting,Rural
"37083930100",Micropolitan core,Rural
"37083930300",Micropolitan core,Not Rural
"37083930400",Micropolitan core,Not Rural
"37083930600",Micropolitan high commuting,Rural
"37183054006",Metropolitan core,Not Rural
"37183054007",Metropolitan core,Not Rural
"37183054008",Metropolitan core,Not Rural
"37159050700",Metropolitan core,Not Rural
"37159051301",Metropolitan high commuting,Rural
"37159051001",Metropolitan high commuting,Not Rural
"37159051201",Metropolitan core,Not Rural
"37159051101",Metropolitan high commuting,Not Rural
"37159050500",Metropolitan core,Not Rural
"37159051202",Metropolitan core,Not Rural
"37159050202",Metropolitan core,Not Rural
"37159051600",Metropolitan core,Not Rural
"37159050800",Metropolitan core,Not Rural
"37159051204",Metropolitan core,Not Rural
"37159051102",Metropolitan high commuting,Not Rural
"37159051002",Metropolitan core,Not Rural
"37159050201",Metropolitan core,Not Rural
"37159051700",Metropolitan core,Not Rural
"37159050901",Metropolitan high commuting,Rural
"37159051303",Metropolitan core,Not Rural
"37159051302",Metropolitan core,Not Rural
"37159050300",Metropolitan core,Not Rural
"37159050400",Metropolitan core,Not Rural
"37159051400",Metropolitan core,Not Rural
"37159051901",Metropolitan high commuting,Rural
"37125950100",Metropolitan low commuting,Rural
"37125951200",Metropolitan core,Rural
"37063001710",Metropolitan core,Not Rural
"37063001711",Metropolitan core,Not Rural
"37063001801",Metropolitan core,Not Rural
"37063000101",Metropolitan core,Not Rural
"37063002007",Metropolitan core,Not Rural
"37063002009",Metropolitan core,Not Rural
"37063001900",Metropolitan core,Not Rural
"37063001709",Metropolitan core,Not Rural
"37063001601",Metropolitan core,Not Rural
"37063001603",Metropolitan core,Not Rural
"37063001604",Metropolitan core,Not Rural
"37063001705",Metropolitan core,Not Rural
"37063001802",Metropolitan core,Not Rural
"37063002100",Metropolitan high commuting,Rural
"37063001503",Metropolitan core,Not Rural
"37039930300",Rural area,Rural
"37039930200",Rural area,Rural
"37063000102",Metropolitan core,Not Rural
"37185950103",Metropolitan low commuting,Rural
"37063000200",Metropolitan core,Not Rural
"37063000302",Metropolitan core,Not Rural
"37063000401",Metropolitan core,Not Rural
"37063000402",Metropolitan core,Not Rural
"37063000500",Metropolitan core,Not Rural
"37063000600",Metropolitan core,Not Rural
"37063000700",Metropolitan core,Not Rural
"37063000900",Metropolitan core,Not Rural
"37063001001",Metropolitan core,Not Rural
"37119002100",Metropolitan core,Not Rural
"37119002300",Metropolitan core,Not Rural
"37119002400",Metropolitan core,Not Rural
"37019020504",Metropolitan core,Not Rural
"37019020201",Metropolitan core,Not Rural
"37019020307",Rural area,Rural
"37119002500",Metropolitan core,Not Rural
"37019020308",Micropolitan core,Not Rural
"37119003201",Metropolitan core,Not Rural
"37031970504",Micropolitan core,Not Rural
"37007920100",Metropolitan high commuting,Rural
"37007920400",Small town core,Rural
"37007920600",Metropolitan high commuting,Rural
"37007920200",Metropolitan low commuting,Rural
"37031970602",Micropolitan core,Not Rural
"37031970603",Micropolitan high commuting,Not Rural
"37127011501",Metropolitan high commuting,Rural
"37031970701",Micropolitan core,Rural
"37167930902",Metropolitan low commuting,Rural
"37119003500",Metropolitan core,Not Rural
"37167931102",Rural area,Rural
"37167931101",Micropolitan high commuting,Rural
"37167931204",Micropolitan core,Not Rural
"37167931002",Micropolitan low commuting,Rural
"37167930901",Metropolitan low commuting,Rural
"37167931001",Rural area,Rural
"37167931203",Micropolitan core,Not Rural
"37119003106",Metropolitan core,Not Rural
"37119005913",Metropolitan core,Not Rural
"37119003903",Metropolitan core,Not Rural
"37119006005",Metropolitan core,Not Rural
"37119002600",Metropolitan core,Not Rural
"37119002800",Metropolitan core,Not Rural
"37119003600",Metropolitan core,Not Rural
"37183054215",Metropolitan core,Not Rural
"37183052810",Metropolitan core,Not Rural
"37183053614",Metropolitan core,Not Rural
"37183053426",Metropolitan core,Not Rural
"37183054304",Metropolitan high commuting,Not Rural
"37183053611",Metropolitan core,Not Rural
"37183053609",Metropolitan core,Not Rural
"37183054020",Metropolitan core,Not Rural
"37183054021",Metropolitan core,Not Rural
"37119004304",Metropolitan core,Not Rural
"37119006208",Metropolitan core,Not Rural
"37119002004",Metropolitan core,Not Rural
"37071031006",Metropolitan core,Not Rural
"37071030106",Metropolitan core,Not Rural
"37071032202",Metropolitan core,Not Rural
"37071032403",Metropolitan core,Not Rural
"37071031304",Metropolitan core,Not Rural
"37071030105",Metropolitan core,Not Rural
"37071030209",Metropolitan low commuting,Not Rural
"37071033501",Metropolitan core,Not Rural
"37071032404",Metropolitan core,Not Rural
"37071032802",Metropolitan core,Not Rural
"37071030207",Metropolitan high commuting,Rural
"37071030206",Metropolitan core,Not Rural
"37071030104",Metropolitan core,Not Rural
"37071031705",Metropolitan high commuting,Rural
"37071033309",Metropolitan core,Not Rural
"37071032405",Metropolitan core,Not Rural
"37071032509",Metropolitan core,Not Rural
"37071033312",Metropolitan core,Not Rural
"37071031005",Metropolitan core,Not Rural
"37071031203",Metropolitan core,Not Rural
"37071030103",Metropolitan high commuting,Rural
"37071033310",Metropolitan core,Not Rural
"37105030704",Metropolitan low commuting,Rural
"37105030703",Rural area,Rural
"37105030506",Micropolitan core,Not Rural
"37105030507",Micropolitan core,Not Rural
"37169070503",Metropolitan core,Not Rural
"37037020803",Rural area,Rural
"37031970200",Micropolitan high commuting,Not Rural
"37129011606",Metropolitan core,Not Rural
"37129012006",Metropolitan core,Not Rural
"37179021017",Metropolitan core,Not Rural
"37179021016",Metropolitan core,Not Rural
"37179021018",Metropolitan core,Not Rural
"37179021020",Metropolitan core,Not Rural
"37179020406",Metropolitan core,Not Rural
"37179021019",Metropolitan core,Not Rural
"37179020405",Metropolitan core,Not Rural
"37053990100",Not coded,Rural
"37137950103",Rural area,Rural
"37137950204",Micropolitan low commuting,Rural
"37137950104",Rural area,Rural
"37137950203",Rural area,Rural
"37031970904",Micropolitan core,Not Rural
"37031970806",Metropolitan high commuting,Not Rural
"37031971003",Micropolitan core,Not Rural
"37031970606",Micropolitan core,Not Rural
"37031971103",Micropolitan core,Not Rural
"37031970305",Micropolitan core,Not Rural
"37119003008",Metropolitan core,Not Rural
"37119003012",Metropolitan core,Not Rural
"37119002903",Metropolitan core,Not Rural
"37119005811",Metropolitan core,Not Rural
"37119005710",Metropolitan core,Not Rural
"37119001911",Metropolitan core,Not Rural
"37119003015",Metropolitan core,Not Rural
"37119004400",Metropolitan core,Not Rural
"37119001400",Metropolitan core,Not Rural
"37055970400",Micropolitan core,Rural
"37055970200",Micropolitan core,Not Rural
"37055990200",Not coded,Rural
"37055990100",Not coded,Rural
"37023020500",Metropolitan core,Not Rural
"37057060202",Metropolitan core,Not Rural
"37057060203",Metropolitan core,Not Rural
"37057060303",Metropolitan high commuting,Rural
